sentiment,Retweets
-1,RT @CounterMoonbat: The people who predicted parts of Manhattan would be underwater by  due to climate change are concerned about 'fakeÃ¢â‚¬Â¦
-1,"RT @SteveSGoddard: No one told Bernie that it is - degrees in North Dakota, and he can call of his global warming protest. …"
-1,"RT @PrisonPlanet: Obama uses private jet,  car convoy to get to 'climate change' speech. "
-1,
-1,RT @HealthRanger: NOAA got caught faking global warming temperature data… so where is the apology?  #fakenews…
-1,
-1,RT @kcjw: Warmist fears arise over Trump plans to cut Ã¢â‚¬Ëœclimate changeÃ¢â‚¬â„¢ research  #feedly
-1,RT @CounterMoonbat: The people who predicted parts of Manhattan would be underwater by  due to climate change are concerned about 'fakeÃ¢â‚¬Â¦
-1,RT @scrowder: .@EcoSenseNow dissects the scam that is modern 'climate change'. #DailyCrowder &gt;&gt;  …
-1,RT @ClimateDepot: Warmists upset: Energy Secretary Rick Perry wants to hold a climate change 'debate' - 
-1,"RT @goddersbloom: No one believes in man made apocryphal global warming except the metropolitan media elite.
They all seem to be a biÃ¢â‚¬Â¦"
-1,
-1,RT @charlesadler: #Trudeau gov now admitting long term climate change strategy may include burning tax $$$ to buy carbon credits. …
-1,RT @DavidJo: Scientist says climate change is natural 
-1,RT @PolitiBunny: Tomorrow is Earth Day which means we'll get nagged more than usual about magical climate change ... yay.
-1,
-1,
-1,
-1,RT @presidentdiary: This is one reason for 'global warming': money transfer. Enlist in our patriot army at  Pat…
-1,
-1,
-1,
-1,
-1,
-1,RT @KaeElmer: The REAL FAKE NEWS exposed: '% of scientists agree on climate change' is an engineered hoax..
-1,
-1,
-1,
-1,
-1,RT @TEN_GOP: CNN's Brian Stelter destroyed by Weather Channel founder John Coleman over global warming. This deserves endless re…
-1,
-1,
-1,
-1,
-1,
-1,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.
-1,"RT @CarmineZozzora: When all the billionaire climate change scammers stop buying ocean front mansions, I'll start worrying about sea leÃ¢â‚¬Â¦"
-1,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.
-1,
-1,
-1,"RT @JunkScience: % of US warming Is due to NOAA data tampering -- not 'climate change.' 

Read my new book… "
-1,
-1,
-1,
-1,
-1,
-1,"RT @alha: According to UNICEF, every  min a kid in Yemen dies cuz of U.S. arm sales  Saudi Arabia not global warming! hypo… "
-1,RT @hrkbenowen: RETWEET if you agree with Rick Perry who banned the phrase 'climate change' at the Energy Department. …
-1,
-1,RT @sean_spicier: The President met with Defense Sec Mattis today. They talked about everything but climate change. Just ran out of time. M…
-1,RT @SteveSGoddard: Corals are affected by lots of things. Imaginary man-made global warming is not one them. 
-1,"RT @realDonaldTrump: It's freezing outside, where the hell is 'global warming'??"
-1,
-1,
-1,
-1,
-1,"RT @MissLizzyNJ: Every time someone is killed or raped in the name of Allah, it only makes sense to blame global warming and the Chinese. -…"
-1,RT @FoxNews: .@TuckerCarlson to @BillNye on climate change: You pretend that you know...&amp; you bully people who ask you questions…
-1,
-1,RT @mogrant: Good. Man made global warming is the biggest hoax ever perpetrated #ClimateScam 
-1,
-1,"RT @RogerHelmerMEP: Oh I do. I do. If it's cold, that's weather. If it's hot, that's climate change. "
-1,
-1,
-1,RT @JonahNRO: Of course this supports idea the left hated oil before it believed in climate change. 
-1,RT @hutchnine: @JohnTrumpFanKJV Exactly!Thats the only climate change threatening the ��!FAKEUGEES����������
-1,RT @bill_forsee: @ChrisCoon @JVER @WashTimes I hope he does climate change is the biggest hoax since war of the worlds
-1,
-1,RT @CounterMoonbat: The people who predicted parts of Manhattan would be underwater by  due to climate change are concerned about 'fakeÃ¢â‚¬Â¦
-1,RT @PrisonPlanet: MSM (fake news) spun Trump's comments on global warming to try to drive a wedge between him &amp; his supporters. …
-1,RT @GrizzlyGovFan: Up to  inches of global warming to dump on NYC 
-1,
-1,"RT @SenatorMRoberts: The US considers money spent on climate change a waste of money

This make ���� taxpayers money spent on climate poli…"
-1,RT @LeahRBoss: Dispute it. PROVE climate change is caused by humans. I'll wait. 💅🏽 
-1,RT @tan: Crony capitalist/billionaire Musk wants more sacks of taxpayer cash because 'climate change is real' 
-1,
-1,"RT @APLMom: Maybe instead of global warming, Obama should have made cyber security a top priority. Like @CarlyFiorina suggested =No hacking…"
-1,RT @realDonaldTrump: Where the hell is global warming when you need it?
-1,
-1,
-1,RT @NotJoshEarnest: POTUS called Gov Scott to offer condolences for the attack and to find out where they are on the climate change angle o…
-1,"RT @DSpauldingAtTSG: @RealJamesWoods @UnicornCovfefe Gore is such a fraud and a phony. I understand he never bought into global warming,…"
-1,"RT @kat_: @FoxNews @TuckerCarlson @ErinSchrode does this snowflake drive a car? Blow dry her hair, while preaching global warming?"
-1,RT @tan: Inhofe 'warned climate change deniers to be “vigilant” because the former president “built a culture of radical ala…
-1,RT @JohnColemanMRWX: Now over % of scientists do not conclude there is a global warming crisis.  …
-1,
-1,
-1,
-1,
-1,RT @redalertnow: @USATODAY - Maybe Obama should have fixed bridges instead of funneling money to his Communist pals for the climate change…
-1,"RT @petefrt: Fmr Obama official: Obama bureaucrats promoted misleading studies on climate change to push agenda 

#tcot #p…"
-1,"RT @TheMarkRomano: Pope Francis decries 'climate change'

Umm.. You might want to take this up with God

Been changing since Creation!

htt…"
-1,RT @tenhut_rox: #Climatechangehoax #Maga Chicken Little SHEPARD SMITH-climate change is real to pull out puts us at odds w/world ..…
-1,"RT @Blurred_Trees: 'You control climate change', can you imagine being this stupid?

Functioning adults believe this whole heartedly…"
-1,"RT @JaredWyand: Steve Bannon means bye bye to the climate change scheme we're spending $,,, a year on for 'research'

Ã¢â‚¬Â¦"
-1,
-1,
-1,RT @SenatorMRoberts: % of global warming alarmists believe @HillaryClinton is President #Election
-1,
-1,"RT @chaamjamal: In man made global warming the role of man is to adjust the temperature record. @ClimateOfGavin #climatechange 
…"
-1,
-1,
-1,
-1,
-1,
-1,
-1,RT @australian: Iconic Australian satirist Clive James has penned a savage essay on climate change alarmism 
-1,
-1,RT @RedNationRising: It's very profitable to be in the global warming hysteria business. #JunkScience #RedNationRising …
-1,RT @realDonaldTrump: It’s snowing &amp; freezing in NYC. What the hell ever happened to global warming?
-1,RT @ColumbiaBugle: Al Gore's current house. It must be great making money off of climate change paranoia! 
-1,RT @TomiLahren: Proud our POTUS is placing American jobs over the feelings of the climate change alarmists! #GreatAmerica
-1,RT @OttawaPolitico: I am so sick hearing about climate change from this government. It is simply an easy file or do we not have other issue…
-1,
-1,
-1,"RT @realDonaldTrump: It's freezing outside, where the hell is 'global warming'??"
-1,RT @SteveSGoddard: Darn you global warming! 
-1,RT @ScottInSC: While you were teaching your son about climate change and feeding him soy milk Islam was teaching their sons to kill your son
-1,"RT @realDonaldTrump: It's freezing outside, where the hell is 'global warming'??"
-1,
-1,
-1,
-1,"RT @Cernovich: Same 'experts' who said Hillary would win claim 'climate change' is real. LOL! Go away, morons, you know nothing and you losÃ¢â‚¬Â¦"
-1,
-1,RT @darrylpetitt: @JrcheneyJohn @Nopropaganda Van Jones - A radical Communist who hates whites and wants to push climate change to increase…
-1,"RT @Rabiddogg: @exjon @KathyMschotschi why don't we take money from the global warming hoax and fund science with it, will it shut…"
-1,"RT @StacyBrewer: My dad's a Scientist so I learned from the best. Sorry dude, climate change IS about wealth distribution. …"
-1,RT @addace: @hurrlshirts Climate change is called weather. Manmade climate change is called fiction.
-1,
-1,RT @magnuslewis: How can Trump deny climate change despite all the liberal snowflakes melting ? #ClimateChangeInWords
-1,
-1,
-1,RT @CamaryAllen: @foxnation @donnabrazile @realDonaldTrump 'I'm going to die from climate change.' Your going to die from lack of brain matÃ¢â‚¬Â¦
-1,RT @FriendsOScience: Oh. More impact of global warming? Let's see what happens. Solar minimum leads to cooling+cold snaps. Be prepared. httÃ¢â‚¬Â¦
-1,RT @JackPosobiec: Reality Winner wrote communist climate change essays 
-1,
-1,
-1,
-1,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.
-1,RT @BrentBozell: I heard @AlGore is on @CNN right now. What a combo. Fake news interviews fake climate change propagandist.
-1,"RT @CllrBSilvester: 'In particular #PresidentTrump has to stop the job wrecking political scam of climate change'
"
-1,"RT @erinrouxx:  degrees in November Ã°Å¸ËœÅ“Ã°Å¸â€˜Å’Ã°Å¸Å’Â´but global warming isn't real, liberals Ã°Å¸â„¢â€¦Ã°Å¸ï†Â»Ã°Å¸â€˜Å½Ã°Å¸ËœÂ¡"
-1,
-1,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.
-1,
-1,RT @SaveLibertyst: Now the UN &amp; other globalists tell America the AGW climate change hoax is unstoppable. Guess we will see about that. htÃ¢â‚¬Â¦
-1,
-1,
-1,"RT @StefanMolyneux: Emmanuel Macron's concern for climate change probably stems from his wife, who is old enough to remember the last ice a…"
-1,RT @CounterMoonbat: The people who predicted parts of Manhattan would be underwater by  due to climate change are concerned about 'fakeÃ¢â‚¬Â¦
-1,
-1,
-1,
-1,
-1,RT @chezamission: Here we go...still waffling on abt damn climate change policy BS..it is a f*cking scam full stop!! 
-1,"RT @KekReddington: I usually don't ask for retweets, but this guy founded the weather channel and says global warming is a complete ho…"
-1,
-1,"RT @sean_spicier: For the st time in + years, the US launched air strikes for something other than climate change violations"
-1,RT @JimBlakemore: @luisbaram Only deniers are ones saying all climate change is manmade.
-1,RT @EcoSenseNow: Putting the pressure on the climate change politicos. 
-1,RT @larryelder: Just WHAT do these anti/Trump protesters think he'll do--a St Valentine's Day Massacre on climate change alarmists? CALM DOÃ¢â‚¬Â¦
-1,
-1,RT @TheRebelTV: Liberals tell companies: Disclose “climate change risks” or else @ezralevant (w/ @JackPosobiec)…
-1,
-1,"RT @SteveSGoddard: Climate alarmists believe in global warming, because they believe that other people believe in global warming.
The intel…"
-1,RT @MrMediaUK: Sugar tax and climate change. Both brought about to generate income by deceit!
-1,
-1,
-1,
-1,RT @logician: the regressive left doesn't want you to hear the important conversations about climate change with the guy from ancient ali…
-1,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.
-1,RT @Bryan: A New report about Antarctica is horrible news for the global warming alarmists.
-1,RT @JillianPizana: 'The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competiti…
-1,"RT @MissLizzyNJ: If climate change caused this blizzard in March, then please explain what caused the blizzard that occurred in April of …"
-1,
-1,
-1,RT @SteveSGoddard: More brutal global warming in Colorado today 
-1,"RT @NotJoshEarnest: Obviously Istanbul is expecting some wicked climate change soon
"
-1,
-1,"RT @realDonaldTrump: It's freezing outside, where the hell is 'global warming'??"
-1,"RT @don_holleran: Tree-huggin' hippie! Man walking BAREFOOT across America to protest climate change, 'save the earth'… "
-1,"RT @theblaze: GOP, climate alarmists pushing costly global warming plan. Is Trump listening?  "
-1,
-1,"RT @SteveSGoddard: - @NASA has tripled global warming since the year , during a time when satellites show no temperature increase.Ã¢â‚¬Â¦"
-1,
-1,
-1,
-1,RT @TracyAChambers: World leaders duped by manipulated global warming data  via @MailOnline
-1,
-1,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.
-1,RT @BryanJFischer: Christian leaders to Sec State: non-existent global warming higher priority to us than life or religious liberty. https:…
-1,
-1,
-1,RT @russ: @FreedomWorks @SenMikeLee Do an investigation to verify that the global warming leaders have created a HOAX focused on PROFIT
-1,
-1,"RT @GertonPolitiek: It's called weather. Not climate change. 
"
-1,
-1,RT @mitchellvii: Isn't it ironic that every single 'solution' to climate change reads like a laundry list of Liberal priorities? Funny coi…
-1,"RT @charliekirk: According the democrats climate change is a bigger threat than ISIS. Yes, this is the modern day Democratic Party."
-1,
-1,"RT @geniusoxymoron: good @UN @antonioguterres 

no more putting 'climate change' first

 the year that 'climate change' is verified as…"
-1,"RT @JudyMarymary: The hysterical measures to combat 'climate change' are causing poverty, pollution, and death "
-1,
-1,
-1,RT @TomFitton: Obama admin officials may have mishandled scientific data to advance global warming alarmism. 
-1,"RT @WayneRoot: More proof of liberal scam called 'global warming.' Climate change? Sure. Climate has ALWAYS changed!
"
-1,RT @USFreedomArmy: Nothing worse than climate change now is there. Enlist with us &amp; read the truth at  Act!! https:Ã¢â‚¬Â¦
-1,
-1,
-1,
-1,RT @kwilli: Forget about its poverty or exploding crime rate... the mayor of New Orleans is making climate change a top priority https:…
-1,
-1,RT @HouseCracka: Democrats if they can't blame Donald Trump for the flooding in Houston they'll blame global warming which means they'll bl…
-1,
-1,
-1,"RT @barelypolitix: Liberals say there's no money for border wall ... but plenty of money to:

~ Send to Iran

~ Research 'climate change'…"
-1,
-1,
-1,
-1,RT @JebSanford: Obama gave Iran a future with nuclear weapons Trump got out of the Paris Accord.Mindless liberals fear climate change more…
-1,
-1,RT @RitaPanahi: Pope grandstands on climate change &amp; Islamaphobia while Christians are ethnically cleansed from parts of Africa &amp; much of t…
-1,
-1,"RT @TheMarkRomano: Remember, we're supposed believe everything this fool says about 'climate change.'

"
-1,
-1,
-1,
-1,
-1,"RT @GartrellLinda: Energy Dept. REFUSES to hand over climate change info to Trump! 
FIRE INSUBORDINATE EMPLOYEES
Fre…"
-1,RT @FunnyAnimals: How to solve phony 'climate change' problem INSTANTLY: Believers quit driving &amp; flying. Deniers go about life as usual.…
-1,
-1,RT @DrSue: @lkk @RealStrategyFan SOS Kerry after he signed. Under the guise of climate change on our tax $. Now he is only SOS oÃ¢â‚¬Â¦
-1,
-1,
-1,
-1,
-1,"RT @SkepticJohn: If man-made global warming is fact, why do you have to fake data to support it? "
-1,"RT @KurtSchlichter: Remember, what liberals call 'climate change' is a huge fraud designed to impoverish and disempower you while enriching…"
-1,RT @badbrad: @CHNGStockton climate change one big money making scam. I'd love Trump to expose the whole thing
-1,
-1,
-1,
-1,RT @SteveSGoddard: Just when you think progressives can't possibly get any stupider - they blame volcanoes on global warming.…
-1,
-1,"RT @RealJack: Liberals love to credit science when it comes to climate change; the moment we talk about gender, science is off the table."
-1,"RT @irmahinojosa_: It's all about billions they invested into climate change, this #ParisAgreement was designed to cripple our economy. htt…"
-1,"RT @Cernovich: Same 'experts' who said Hillary would win claim 'climate change' is real. LOL! Go away, morons, you know nothing and you losÃ¢â‚¬Â¦"
-1,RT @EWErickson: I just have a hard time believing climate change extremists when so many of them also believe boys can become girls.
-1,
-1,"RT @Martin_Durkin: Wonderful Trump appoints the charming, clever, sane Myron Ebell to take on the global warming charlatans. Hurrah!!! httpÃ¢â‚¬Â¦"
-1,
-1,RT @TheCartelMatt:  The left is upset that Trump is taking out terrorists. Global warming or climate change or somet…
-1,
-1,
-1,"RT @jpogara: @realDonaldTrump @RealJamesWoods 

RT this over and over again. Proof that man made global warming is a sham

 …"
-1,
-1,
-1,
-1,
-1,RT @USFreedomArmy: Climate change (proven).  Man-made global warming (unproven). Separate fact from fiction at http://t.co/WGxVIFdVZ. http…
-1,
-1,"RT @ChrisCoon: Follow the money 
World leaders duped by manipulated global warming data  via @MailOnline"
-1,
-1,RT @SheriffClarke: The same LEFTIES who swallow whole shaky science about climate change and attack deniers are in denial themselves a…
-1,"RT @portereduardo: Geo-engineering will have its day. To combat global warming, we are going to end up trying to block the sun. …"
-1,RT @josephcphillips: Which is why they now cover their bases by calling it climate change. 
-1,
-1,RT @mchastain: Why is Whitehouse asking Sessions about climate change? Going to arrest Mother Nature?!
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,"RT @JunkScience: Can you trust the guy offering $, for proof global warming is real?  "
-1,
-1,
-1,RT @LazyMeatball: @BrennaSimonSays @charliekirk There is no climate change. Look up kyoto treaty and get back to me....
-1,RT @CounterMoonbat: The people who predicted parts of Manhattan would be underwater by  due to climate change are concerned about 'fakeÃ¢â‚¬Â¦
-1,
-1,RT @presidentdiary: These global warming crackpots have lost it! Join us &amp; enlist at  Patriot central awaits. https…
-1,
-1,
-1,RT @Protonice: @trudeau You could be the greatest PM in history if you acknowledged that global warming / climate change is the biggest scaÃ¢â‚¬Â¦
-1,"RT @SteveSGoddard: Whatever the weather is, some scientist will find an ad hoc explanation to blame it on global warming."
-1,
-1,
-1,
-1,RT @realDonaldTrump: The global warming we should be worried about is the global warming caused by NUCLEAR WEAPONS in the hands of crazy orÃ¢â‚¬Â¦
-1,
-1,"RT @Coondawg: Like global warming, you can't accept even the basic premise without having to swallow insane, hyper-partisan conclusions.…"
-1,
-1,RT @PrisonPlanet: A bunch of Oxford elitists want to tax the food of poor people because 'climate change'. How about fuck off instead? httpÃ¢â‚¬Â¦
-1,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.
-1,
-1,
-1,
-1,"RT @KurtSchlichter: 'Climate criminal.' So, are they sending the Weatherstapo for him? These global warming scam fanatics are the worst. @Ã¢â‚¬Â¦"
-1,
-1,"RT @Trial_Watcher: @DrMartyFox @SheriffClarke @LouDobbs @seanhannity - the global warming scam to tax the air we breathe, in order to fund…"
-1,RT @RNCleveland: World leaders duped by manipulated global warming data  
-1,
-1,RT @SpencerHaberman: @DC_Politix @SenSanders @billmckibben That is why it went from Global cooling in the s-s to global warming in t…
-1,
-1,RT @crazyeasypig: @latimes @latimesopinion Doesnt the climate change  times a year??
-1,RT @mpmichael: People: plz follow @SteveSGoddard who puts all the global warming scare tactics into historical context. …
-1,RT @Jimbo: #islamicState is due to global warming 
-1,
-1,"RT @krauthammer: Obama fiddles (climate change, Gitmo, now visit to Havana); the world burns – as Iran, Russia, China, ISIS march. https://…"
-1,"RT @SteveSGoddard: Before global warming, Kachina Peak used to be snow covered. Now it is covered with snow "
-1,
-1,RT @WSCP: U.S. &amp; Europe tried to get climate scientists to downplay lack of global warming over last  years  #tcoÃ¢â‚¬Â¦
-1,
-1,"RT @PMgeezer: 'How the global warming fraud will collapse'
#Jan @SteveSGoddard  "
-1,
-1,
-1,
-1,
-1,
-1,RT @tan: 'just some points to bring in to question the militant orthodoxy of the current climate change universe' 
-1,"RT @TrumpSuperPAC: #TRUMP wasn't fooled, but Obama &amp; other world leaders were duped by manipulated global warming data! #GSummit https://…"
-1,"RT @DBloom: EPA chief Pruitt rightly points out carbon dioxide is not primary contributor to global warming... THE☀️SUN is.
…"
-1,
-1,
-1,RT @Stevenwhirsch: Obama can take a  plane to rally for Hillary and then ask us (tax-payers) to support 'climate change'. Hypocrite muÃ¢â‚¬Â¦
-1,
-1,RT @PrisonPlanet: A bunch of Oxford elitists want to tax the food of poor people because 'climate change'. How about fuck off instead? httpÃ¢â‚¬Â¦
-1,
-1,
-1,"RT @CConstitution: @AmyMek 
@stephenkbannon So glad for your common sense &amp; position to MAGA!
And yes, climate change agenda is a big $$$m…"
-1,"RT @realDonaldTrump: It's freezing outside, where the hell is 'global warming'??"
-1,"RT @PolitixGal: Over past decade, global temps hv not increased; global warming has ceased &amp; signs of future deep temp drop. Ã¢â‚¬Â¦"
-1,
-1,"RT @Dehneh: Shocking! Not really....

World leaders duped by manipulated global warming data  via @MailOnline"
-1,RT @AngryAmerican: Where is your Science now! So much money spent on global warming...so many resources wasted! 
-1,RT @realDonaldTrump: The global warming we should be worried about is the global warming caused by NUCLEAR WEAPONS in the hands of crazy orÃ¢â‚¬Â¦
-1,
-1,
-1,"RT @realDonaldTrump: It's freezing outside, where the hell is 'global warming'??"
-1,
-1,"RT @SteveSGoddard: Forty years ago, the @nytimes blamed African drought and famine on global cooling. Now they blame global warming.… "
-1,"RT @MiddleUSA: If lefties weren't always melting down, how might that effect global warming? Would they be better at the equator oÃ¢â‚¬Â¦"
-1,
-1,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.
-1,"RT @AllNewsAlliance: The game is up for climate change believers 
 #ClimateChange #GlobalWarming #Hoax"
-1,
-1,RT @JunkScience: Gore Effect: It's snowing at the #PeoplesClimateMarch against global warming in Denver. 
-1,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.
-1,
-1,"RT @MissLizzyNJ: The tristate area had a blizzard on April , . Was that due to global warming as well? "
-1,
-1,
-1,RT @cvpayne: Man-made climate change crowd barely restraining glee over successive hurricanes like Katrina aftermath. Another chance to hi…
-1,
-1,RT @rusty: Researchers find Antarctic Sea Ice has not 'shrunk' in ' years' so much for the great global warming hoax …
-1,
-1,
-1,"RT @realDonaldTrump: It's freezing outside, where the hell is 'global warming'??"
-1,RT @peddoc: This is what 'environmentalists' do to our Planet �� Save the planet by exposing climate change loons. #climatemarch …
-1,"RT @RealJamesWoods: Federal scientist cooked climate change books ahead of Obama presentation, whistle blower charges ///#NoSurpriseHere ht…"
-1,
-1,"RT @FoundinNV: John Kerry lands in Antarctica, he can now officially say he's looked everywhere  global warming and can't find it https://Ã¢â‚¬Â¦"
-1,
-1,
-1,
-1,
-1,
-1,RT @USFreedomArmy: Can anyone say 'Man-made global warming?' The MSM lies keep coming. Enlist &amp; join our patriots at…
-1,
-1,
-1,RT @hrkbenowen: Tucker Carlson obliterates leftists over Paris Accord: ‘Shut up and believe’ is climate change creed 
-1,"RT @realDonaldTrump: It's freezing outside, where the hell is 'global warming'??"
-1,"RT @wrmead: By focusing on climate change, the NYT completely botched its story on Mexico City's myriad problems: "
-1,
-1,
-1,"RT @murfrw: Gore is scamming more money from climate fools.
Al Gore's climate change film An Inconvenient Truth gets a sequel …"
-1,
-1,
-1,
-1,
-1,RT @RadioFreeTom: This is why I avoid climate change discussions. It's a religion. 
-1,
-1,RT @dbongino: We're at the point w/the delusional Left that literally every weather event is evidence of 'global warming.' Their dishonesty…
-1,"RT @joshdcaplan: Al Gore admits Paris Accord won't solve the issue of 'climate change.'

Yet liberals say Trump pulling out will des…"
-1,"RT @JoshNoneYaBiz: Funny the same people who believe in climate change bc of science, cant accept that you're biologically male or female.…"
-1,"RT @HerberMp: @sness_ness Al Gore is a idiot! He thinks climate change is the cause of all our problems. Always has, always w…"
-1,"RT @sarasmiles: Hey liberals the climate change crap is a hoax that ties to #Agenda.
The Climate is Being Changed byÃ¢â‚¬Â¦"
